"HPTC__ID","HPTC__ParentID","HPTC__ShortName","HPTC__Taxonomy","HPTC__Status","HPTC__Level","HPTC__FullName","HPTC__Description","HPTC__Grouping","HPTC__Classification","HPTC__AdditionalInformation","HPTC__MedicareCode1"
"147","142","Hospice and Palliative Medicine","2080H0002X","Active","Level III Area of Specialization","Hospice and Palliative Medicine","A pediatrician with special knowledge and skills to prevent and relieve the suffering experienced by patients with life-limiting illnesses. This specialist works with an interdisciplinary hospice or palliative care team to maximize quality of life while addressing physical, psychological, social and spiritual needs of both patient and family throughout the course of the disease, through the dying process, and beyond for the family.  This specialist has expertise in the assessment of patients with advanced disease; the relief of distressing symptoms; the coordination of interdisciplinary patient and family-centered care in diverse venues; the use of specialized care systems including hospice; the management of the imminently dying patient; and legal and ethical decision making in end-of-life care.","Allopathic & Osteopathic Physicians","Pediatrics","Source: American Academy of Hospice and Palliative Medicine, www.aahpm.org [1/1/2007: new]",""
"148","142","Medical Toxicology","2080T0002X","Active","Level III Area of Specialization","Medical Toxicology","Medical toxicologists are physicians that specialize in the prevention, evaluation, treatment and monitoring of injury and illness from exposures to drugs and chemicals, as well as biological and radiological agents. Medical toxicologists care for people in clinical, academic, governmental and public health settings, and provide poison control center leadership. Important areas of medical toxicology include acute drug poisoning, adverse drug events, drug abuse, addiction and withdrawal, chemicals and hazardous materials, terrorism preparedness, venomous bites and stings, and environmental and workplace exposures.","Allopathic & Osteopathic Physicians","Pediatrics","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: definition changed, source added]  Additional Resources: American Board of Pediatrics, 2007.  http://www.abp.org/.  Board certification for Medical Doctors (MDs) is provided by the American Board of Pediatrics.  ACGME Accredited Residency Program Requirements:  Medical Toxicology (EM) 2 years with 3-4 years Emergency Medicine for a total of 5-6 years; for Medical Toxicology (Preventive Medicine) 2 years with 3 years Preventive Medicine for a total of 5 years.  Medical Toxicology (Pediatrics):  None.  ABMS Approved Subspecialty Certificates (Emergency Medicine) (Pediatrics) (Preventive Medicine)",""
"149","142","Neonatal-Perinatal Medicine","2080N0001X","Active","Level III Area of Specialization","Neonatal-Perinatal Medicine","A pediatrician who is the principal care provider for sick newborn infants. Clinical expertise is used for direct patient care and for consulting with obstetrical colleagues to plan for the care of mothers who have high-risk pregnancies.","Allopathic & Osteopathic Physicians","Pediatrics","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: definition added, source added; 7/1/2011: modified source]  Additional Resources: American Board of Pediatrics, 2007.  http://www.abp.org/.  American Osteopathic Board of Pediatrics, 2007.  http://www.osteopathic.org/certification  Board certification for Medical Doctors (MDs) is provided by the American Board of Pediatrics.  Board certification for Doctors of Osteopathy (DOs) is provided by the American Osteopathic Board of Pediatrics.",""
"150","142","Neurodevelopmental Disabilities","2080P0008X","Active","Level III Area of Specialization","Neurodevelopmental Disabilities","A pediatrician who treats children having developmental delays or learning disorders including those associated with visual and hearing impairment, mental retardation, cerebral palsy, spina bifida, autism and other chronic neurologic conditions. This specialist provides medical consultation and education and assumes leadership in the interdisciplinary management of children with neurodevelopmental disorders. They may also focus on the early identification and diagnosis of neurodevelopmental disabilities in infants and young children as well as on changes that occur as the child with developmental disabilities grows.","Allopathic & Osteopathic Physicians","Pediatrics","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: definition changed, source changed]  Additional Resources: American Board of Pediatrics, 2007.  http://www.abp.org/.   Board certification for Medical Doctors (MDs) is provided by the American Board of Pediatrics.",""
"152","142","Pediatric Allergy/Immunology","2080P0201X","Active","Level III Area of Specialization","Pediatric Allergy/Immunology","A pediatrician who specializes in the diagnosis and treatment of allergies, allergic reactions, and immunologic diseases in children.","Allopathic & Osteopathic Physicians","Pediatrics","Source: National Uniform Claim Committee, 2009 [1/1/2010: title modified, definition added, source added]  Additional Resources: A Certification of Special Qualifications (CSQ) is issued by the American Osteopathic Board of Pediatrics.",""
"153","142","Pediatric Cardiology","2080P0202X","Active","Level III Area of Specialization","Pediatric Cardiology","A pediatric cardiologist provides comprehensive care to patients with cardiovascular problems. This specialist is skilled in selecting, performing and evaluating the structural and functional assessment of the heart and blood vessels, and the clinical evaluation of cardiovascular disease.","Allopathic & Osteopathic Physicians","Pediatrics","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: definition added, source added; 7/1/2011: modified source]  Additional Resources: American Board of Pediatrics, 2007.  http://www.abp.org/.  American Osteopathic Board of Pediatrics, 2007.  http://www.osteopathic.org/certification  Board certification for Medical Doctors (MDs) is provided by the American Board of Pediatrics.  Board certification for Doctors of Osteopathy (DOs) was provided by the American Osteopathic Board of Pediatrics.  The Certification is no longer offered.",""
"154","142","Pediatric Critical Care Medicine","2080P0203X","Active","Level III Area of Specialization","Pediatric Critical Care Medicine","A pediatrician expert in advanced life support for children from the term or near-term neonate to the adolescent. This competence extends to the critical care management of life-threatening organ system failure from any cause in both medical and surgical patients and to the support of vital physiological functions. This specialist may have administrative responsibilities for intensive care units and also facilitates patient care among other specialists.","Allopathic & Osteopathic Physicians","Pediatrics","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: definition changed, source added]  Additional Resources: American Board of Pediatrics, 2007.  http://www.abp.org/.  Board certification for Medical Doctors (MDs) is provided by the American Board of Pediatrics.  ACGME Accredited Residency Program Requirements: 2 years of training with 3 years Pediatrics plus 1 year Pediatric Critical Care for certification for a total of 6 years.  ABMS Approved Subspecialty Certificate (Pediatrics)",""
"155","142","Pediatric Emergency Medicine","2080P0204X","Active","Level III Area of Specialization","Pediatric Emergency Medicine","A pediatrician who has special qualifications to manage emergencies in infants and children.","Allopathic & Osteopathic Physicians","Pediatrics","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: definition added, source added]  Additional Resources: American Board of Pediatrics, 2007.  http://www.abp.org/.  Board certification for Medical Doctors (MDs) is provided by the American Board of Pediatrics.",""
"156","142","Pediatric Endocrinology","2080P0205X","Active","Level III Area of Specialization","Pediatric Endocrinology","A pediatrician who provides expert care to infants, children and adolescents who have diseases that result from an abnormality in the endocrine glands (glands which secrete hormones). These diseases include diabetes mellitus, growth failure, unusual size for age, early or late pubertal development, birth defects, the genital region and disorders of the thyroid, the adrenal and pituitary glands.","Allopathic & Osteopathic Physicians","Pediatrics","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: definition added, source added; 7/1/2011: modified source]  Additional Resources: American Board of Pediatrics, 2007.  http://www.abp.org/.  American Osteopathic Board of Pediatrics, 2007.  http://www.osteopathic.org/certification  Board certification for Medical Doctors (MDs) is provided by the American Board of Pediatrics.  Board certification for Doctors of Osteopathy (DOs) is provided by the American Osteopathic Board of Pediatrics.",""
"157","142","Pediatric Gastroenterology","2080P0206X","Active","Level III Area of Specialization","Pediatric Gastroenterology","A pediatrician who specializes in the diagnosis and treatment of diseases of the digestive systems of infants, children and adolescents. This specialist treats conditions such as abdominal pain, ulcers, diarrhea, cancer and jaundice and performs complex diagnostic and therapeutic procedures using lighted scopes to see internal organs.","Allopathic & Osteopathic Physicians","Pediatrics","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: definition added, source added]  Additional Resources: American Board of Pediatrics, 2007.  http://www.abp.org/.  Board certification for Medical Doctors (MDs) is provided by the American Board of Pediatrics.",""
"158","142","Pediatric Hematology-Oncology","2080P0207X","Active","Level III Area of Specialization","Pediatric Hematology-Oncology","A pediatrician trained in the combination of pediatrics, hematology and oncology to recognize and manage pediatric blood disorders and cancerous diseases.","Allopathic & Osteopathic Physicians","Pediatrics","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: definition added, source added; 7/1/2011: modified source]  Additional Resources: American Board of Pediatrics, 2007.  http://www.abp.org/.  American Osteopathic Board of Pediatrics, 2007.  http://www.osteopathic.org/certification  Board certification for Medical Doctors (MDs) is provided by the American Board of Pediatrics.  Board certification for Doctors of Osteopathy (DOs) was provided by the American Osteopathic Board of Pediatrics.  The Certification is no longer offered.",""
"159","142","Pediatric Infectious Diseases","2080P0208X","Active","Level III Area of Specialization","Pediatric Infectious Diseases","A pediatrician trained to care for children in the diagnosis, treatment and prevention of infectious diseases. This specialist can apply specific knowledge to affect a better outcome for pediatric infections with complicated courses, underlying diseases that predispose to unusual or severe infections, unclear diagnoses, uncommon diseases and complex or investigational treatments.","Allopathic & Osteopathic Physicians","Pediatrics","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: definition added, source added; 7/1/2011: modified source]  Additional Resources: American Board of Pediatrics, 2007.  http://www.abp.org/.  American Osteopathic Board of Pediatrics, 2007.  http://www.osteopathic.org/certification  Board certification for Medical Doctors (MDs) is provided by the American Board of Pediatrics.  Board certification for Doctors of Osteopathy (DOs) was provided by the American Osteopathic Board of Pediatrics.  The Certification is no longer offered.",""
"160","142","Pediatric Nephrology","2080P0210X","Active","Level III Area of Specialization","Pediatric Nephrology","A pediatrician who deals with the normal and abnormal development and maturation of the kidney and urinary tract, the mechanisms by which the kidney can be damaged, the evaluation and treatment of renal diseases, fluid and electrolyte abnormalities, hypertension and renal replacement therapy.","Allopathic & Osteopathic Physicians","Pediatrics","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: definition added, source added; 7/1/2011: modified source]  Additional Resources: American Board of Pediatrics, 2007.  http://www.abp.org/.  American Osteopathic Board of Pediatrics, 2007.  http://www.osteopathic.org/certification  Board certification for Medical Doctors (MDs) is provided by the American Board of Pediatrics.  Board certification for Doctors of Osteopathy (DOs) was provided by the American Osteopathic Board of Pediatrics.  The Certification is no longer offered.",""
"161","142","Pediatric Pulmonology","2080P0214X","Active","Level III Area of Specialization","Pediatric Pulmonology","A pediatrician dedicated to the prevention and treatment of all respiratory diseases affecting infants, children and young adults. This specialist is knowledgeable about the growth and development of the lung, assessment of respiratory function in infants and children, and experienced in a variety of invasive and noninvasive diagnostic techniques.","Allopathic & Osteopathic Physicians","Pediatrics","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: definition added, source added; 7/1/2011: modified source]  Additional Resources: American Board of Pediatrics, 2007.  http://www.abp.org/.  American Osteopathic Board of Pediatrics, 2007.  http://www.osteopathic.org/certification  Board certification for Medical Doctors (MDs) is provided by the American Board of Pediatrics.  Board certification for Doctors of Osteopathy (DOs) was provided by the American Osteopathic Board of Pediatrics.  The Certification is no longer offered.",""
"162","142","Pediatric Rheumatology","2080P0216X","Active","Level III Area of Specialization","Pediatric Rheumatology","A pediatrician who treats diseases of joints, muscle, bones and tendons. A pediatric rheumatologist diagnoses and treats arthritis, back pain, muscle strains, common athletic injuries and 'collagen' diseases.","Allopathic & Osteopathic Physicians","Pediatrics","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: definition added, source added]  Additional Resources: American Board of Pediatrics, 2007.  http://www.abp.org/.  Board certification for Medical Doctors (MDs) is provided by the American Board of Pediatrics.",""
"163","142","Pediatric Transplant Hepatology","2080T0004X","Active","Level III Area of Specialization","Pediatric Transplant Hepatology","A pediatrician with expertise in transplant hepatology encompasses the special knowledge and skill required of pediatric gastroenterologists to care for patients prior to and following hepatic transplantation; it spans all phases of liver transplantation.","Allopathic & Osteopathic Physicians","Pediatrics","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: new]  Additional Resources; American Board of Pediatrics, 2007.  http://www.abp.org/.  Board certification for Medical Doctors (MDs) is provided by the American Board of Pediatrics.",""
"164","142","Sleep Medicine","2080S0012X","Active","Level III Area of Specialization","Sleep Medicine","A Pediatrician who practices Sleep Medicine is certified in the subspecialty of sleep medicine and specializes in the clinical assessment, physiologic testing, diagnosis, management and prevention of sleep and circadian rhythm disorders. Sleep specialists treat patients of any age and use multidisciplinary approaches. Disorders managed by sleep specialists include, but are not limited to, sleep related breathing disorders, insomnia, hypersomnias, circadian rhythm sleep disorders, parasomnias and sleep related movement disorders.","Allopathic & Osteopathic Physicians","Pediatrics","Source: American Academy of Sleep Medicine, www.aasm.org [7/1/2006: new]",""
"165","142","Sports Medicine","2080S0010X","Active","Level III Area of Specialization","Sports Medicine","A pediatrician who is responsible for continuous care in the field of sports medicine, not only for the enhancement of health and fitness, but also for the prevention of injury and illness. A sports medicine physician must have knowledge and experience in the promotion of wellness and the prevention of injury. Knowledge about special areas of medicine such as exercise physiology, biomechanics, nutrition, psychology, physical rehabilitation, epidemiology, physical evaluation, injuries (treatment and prevention and referral practice) and the role of exercise in promoting a healthy lifestyle are essential to the practice of sports medicine. The sports medicine physician requires special education to provide the knowledge to improve the healthcare of the individual engaged in physical exercise (sports) whether as an individual or in team participation.","Allopathic & Osteopathic Physicians","Pediatrics","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: definition added, source added; 7/1/2011: modified source]  Additional Resources: American Board of Pediatrics, 2007.  http://www.abp.org/.  American Osteopathic Board of Pediatrics, 2007.  http://www.osteopathic.org/certification  Board certification for Medical Doctors (MDs) is provided by the American Board of Pediatrics.  Board certification for Doctors of Osteopathy (DOs) is provided by the American Osteopathic Board of Pediatrics.",""
"151","142","Obesity Medicine","2080B0002X","Active","Level III Area of Specialization","Obesity Medicine","A physician who specializes in the treatment of obesity demonstrates competency in and a thorough understanding of the treatment of obesity and the genetic, biologic, environmental, social, and behavioral factors that contribute to obesity. The obesity medicine physician employs therapeutic interventions including diet, physical activity, behavioral change, and pharmacotherapy. The obesity medicine physician utilizes a comprehensive approach, and may include additional resources such as dietitians, exercise physiologists, mental health professionals and bariatric surgeons as indicated to achieve optimal results. Additionally, the obesity medicine physician maintains competency in providing pre- peri- and post-surgical care of bariatric surgery patients, promotes the prevention of obesity, and advocates for those who suffer from obesity.","Allopathic & Osteopathic Physicians","Pediatrics","Source:  American Board of Obesity Medicine, www.abom.org [7/1/2015: new]  Additional Resource: American Society of Bariatric Physicians, www.asbp.org.",""
"144","142","Child Abuse Pediatrics","2080C0008X","Active","Level III Area of Specialization","Child Abuse Pediatrics","A Child Abuse Pediatrician serves as a resource to children, families and communities by accurately diagnosing abuse; consulting with community agencies on child safety; providing expertise in courts of law; treating consequences of abuse and neglect; directing child abuse and neglect prevention programs and participating on multidisciplinary teams investigating; and managing child abuse cases.","Allopathic & Osteopathic Physicians","Pediatrics","Source: American Board of Medical Specialties, 2009 [7/1/2009: new]",""
"55","43","Geriatric Medicine","207RG0300X","Active","Level III Area of Specialization","Geriatric Medicine","An internist who has special knowledge of the aging process and special skills in the diagnostic, therapeutic, preventive and rehabilitative aspects of illness in the elderly. This specialist cares for geriatric patients in the patient's home, the office, long-term care settings such as nursing homes and the hospital.","Allopathic & Osteopathic Physicians","Internal Medicine","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: added definition, added source; 7/1/2011: modified source]  Additional Resources: American Board of Internal Medicine, 2007.  http://www.abim.org/.  American Osteopathic Board of Internal Medicine, 2007.  http://www.osteopathic.org/certification  Board certification for Medical Doctors (MDs) is provided by the American Board of Internal  Medicine.  Board certification for Doctors of Osteopathy (DOs) is provided by the American Osteopathic Board of Internal  Medicine.",""
"35","31","Geriatric Medicine","207QG0300X","Active","Level III Area of Specialization","Geriatric Medicine","A family medicine physician with special knowledge of the aging process and special skills in the diagnostic, therapeutic, preventive and rehabilitative aspects of illness in the elderly. This specialist cares for geriatric patients in the patient's home, the office, long-term care settings such as nursing homes, and the hospital.","Allopathic & Osteopathic Physicians","Family Medicine","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: added definition, added source; 7/1/2011: modified source]  Additional Resources: American Board of Family Medicine, 2007.  http://wwwtheabfm.org/.  American Osteopathic Board of Family Medicine, 2007.  http://www.osteopathic.org/certification  Board certification for Medical Doctors (MDs) is provided by the American Board of Family Medicine.  Board certification for Doctors of Osteopathy (DOs) is provided by the American Osteopathic Board of Family Medicine.",""
"65","43","Nephrology","207RN0300X","Active","Level III Area of Specialization","Nephrology","An internist who treats disorders of the kidney, high blood pressure, fluid and mineral balance and dialysis of body wastes when the kidneys do not function. This specialist consults with surgeons about kidney transplantation.","Allopathic & Osteopathic Physicians","Internal Medicine","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: added definition, added source; 7/1/2011: modified source]  Additional Resources: American Board of Internal Medicine, 2007.  http://www.abim.org/.  American Osteopathic Board of Internal Medicine, 2007.  http://www.osteopathic.org/certification  Board certification for Medical Doctors (MDs) is provided by the American Board of Internal  Medicine.  Board certification for Doctors of Osteopathy (DOs) is provided by the American Osteopathic Board of Internal  Medicine.",""
"229","225","Surgery of the Hand","2086S0105X","Active","Level III Area of Specialization","Surgery of the Hand","A surgeon with expertise in the investigation, preservation and restoration by medical, surgical and rehabilitative means, of all structures of the upper extremity directly affecting the form and function of the hand and wrist.","Allopathic & Osteopathic Physicians","Surgery","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: definition added, source added]  Additional Resources: American Board of Surgery, 2007.  http://www.absurgery.org/.  Board certification for Medical Doctors (MDs) is provided by the American Board of Surgery.",""
"177","175","Surgery of the Hand","2082S0105X","Active","Level III Area of Specialization","Surgery of the Hand","A plastic surgeon with additional training in the investigation, preservation, and restoration by medical, surgical and rehabilitative means of all structures of the upper extremity directly affecting the form and function of the hand and wrist.","Allopathic & Osteopathic Physicians","Plastic Surgery","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: definition added, source added]  Additional Resources: American Board of Plastic Surgery, 2007.  http://www.abplsurg.org/.  Board certification for Medical Doctors (MDs) is provided by the American Board of Plastic Surgery.",""
"333","332","Optometrist","152W00000X","Active","Level II Classification","Optometrist","Doctors of optometry (ODs) are the primary health care professionals for the eye.  Optometrists examine, diagnose, treat, and manage diseases, injuries, and disorders of the visual system, the eye, and associated structures as well as identify related systemic conditions affecting the eye.  An optometrist has completed pre-professional undergraduate education in a college or university and four years of professional education at a college of optometry, leading to the doctor of optometry (O.D.) degree.  Some optometrists complete an optional residency in a specific area of practice.  Optometrists are eye health care professionals state-licensed to diagnose and treat diseases and disorders of the eye and visual system.","Eye and Vision Services Providers","Optometrist","Source:  American Optometric Association (AOA), approved by the AOA's Board of Trustees, June 21, 2005. [7/1/2006: definition modified]",""
"334","333","Corneal and Contact Management","152WC0802X","Active","Level III Area of Specialization","Corneal and Contact Management","The professional activities performed by an Optometrist related to the fitting of contact lenses to an eye, ongoing evaluation of the cornea's ability to sustain successful contact lens wear, and treatment of any external eye or corneal condition which can affect contact lens wear.","Eye and Vision Services Providers","Optometrist","Source: American Optometric Association [1/1/2009: added definition, added source]",""
"335","333","Low Vision Rehabilitation","152WL0500X","Active","Level III Area of Specialization","Low Vision Rehabilitation","Optometrists who specialize in low-vision care having training to assess visual function, prescribe low-vision devices, develop treatment plans, and recommend other vision rehabilitation services.","Eye and Vision Services Providers","Optometrist","Source: American Optometric Association [1/1/2009: added definition, added source]",""
"336","333","Occupational Vision","152WX0102X","Active","Level III Area of Specialization","Occupational Vision","Optometrists who work in Occupational Vision, the branch of environmental optometry, consider all aspects of the relationship between work and vision, visual performances, eye safety, and health.","Eye and Vision Services Providers","Optometrist","Source: American Optometric Association [1/1/2009: added definition, added source]",""
"337","333","Pediatrics","152WP0200X","Active","Level III Area of Specialization","Pediatrics","Optometrists who work in Pediatrics are concerned with the prevention, development, diagnosis, and treatment of visual problems in children.","Eye and Vision Services Providers","Optometrist","Source: American Optometric Association [1/1/2009: added definition, added source]",""
"338","333","Sports Vision","152WS0006X","Active","Level III Area of Specialization","Sports Vision","An optometrist who offers services designed to care for unique vision care needs of athletes, which may include one of more of the following services:  corrective vision care unique to a specific sporting environment; protective eyewear for the prevention of sports-related injuries; vision enhancement - which may include vision therapy and techniques to improve visual skills specific to the athlete's sport.","Eye and Vision Services Providers","Optometrist","Source: American Optometric Association [1/1/2009: added definition, added source]",""
"339","333","Vision Therapy","152WV0400X","Active","Level III Area of Specialization","Vision Therapy","Optometrists who specialize in vision therapy as a treatment process used to improve vision function. It includes a broad range of developmental and rehabilitative treatment programs individually prescribed to remediate specific sensory, motor and/or visual perceptual dysfunctions.","Eye and Vision Services Providers","Optometrist","Source: American Optometric Association [1/1/2009: added definition, added source]",""
"475","474","Advanced Practice Midwife","367A00000X","Active","Level II Classification","Advanced Practice Midwife","Midwifery practice as conducted by certified nurse-midwives (CNMs) and certified midwives (CMs) is the independent management of women's health care, focusing particularly on pregnancy, childbirth, the post partum period, care of the newborn, and the family planning and gynecologic needs of women. The CNM and CM practice within a health care system that provides for consultation, collaborative management, or referral, as indicated by the health status of the client. CNMs and CMs practice in accord with the Standards for the Practice of Midwifery, as defined by the American College of Nurse-Midwives (ACNM).","Physician Assistants & Advanced Practice Nursing Providers","Advanced Practice Midwife","Source: American College of Nurse-Midwives, 2008  [7/1/2008: title changed, defintion changed, source changed]  Additional Resources: American College of Nurse-Midwives www.acnm.org. The American Midwifery Certification Board, Inc. [AMCB, formerly the ACNM Certification Council, Inc. (ACC)] opened its national certification exam to non-nurse graduates of midwifery education programs and issued the first certified midwife (CM) credential in 1997. Certified midwives are educated to meet the same high standards that certified nurse-midwives must meet. These are the standards that every state in the U.S. has recognized as the legal basis for nurse-midwifery practice. All education programs for CMs, like CNMs, award a post-baccalaureate certificate or higher degree. CMs take the same AMCB certification exam as CNMs and study side by side with nurse-midwifery students in some education programs. As an organization, ACNM supports efforts to legally recognize CMs as qualified midwifery practitioners granted the same rights and responsibilities as CNMs.",""
"511","474","Nurse Anesthetist, Certified Registered","367500000X","Active","Level II Classification","Nurse Anesthetist, Certified Registered","(1) A licensed registered nurse with advanced specialty education in anesthesia who, in collaboration with appropriate health care professionals, provides preoperative, intraoperative, and postoperative care to patients and assists in management and resuscitation of critical patients in intensive care, coronary care, and emergency situations. Nurse anesthetists are certified following successful completion of credentials and state licensure review and a national examination directed by the Council on Certification of Nurse Anesthetists. (2) A registered nurse who is qualified by special training to administer anesthesia in collaboration with a physician or dentist and who can assist in the care of patients who are in critical condition.","Physician Assistants & Advanced Practice Nursing Providers","Nurse Anesthetist, Certified Registered","Sources: (1) Council on Certification of Nurse Anesthetists, Park Ridge, IL, and Rhea, Ott, and Shafritz, The Facts On File Dictionary of Health Care Management, New York: Facts On File Publications, 1988. (2) Lexikon: Dictionary of Health Care Terms, Organizations and Acronyms for the Era of Reform, The Joint Commission on Accreditation of Healthcare Organizations, Oakbrook Terrace, Illinois: 1994, p. 548.",""
"61","43","Infectious Disease","207RI0200X","Active","Level III Area of Specialization","Infectious Disease","An internist who deals with infectious diseases of all types and in all organ systems. Conditions requiring selective use of antibiotics call for this special skill. This physician often diagnoses and treats AIDS patients and patients with fevers which have not been explained. Infectious disease specialists may also have expertise in preventive medicine and travel medicine.","Allopathic & Osteopathic Physicians","Internal Medicine","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: added definition, added source; 7/1/2011: modified source]  Additional Resources: American Board of Internal Medicine, 2007.  http://www.abim.org/.  American Osteopathic Board of Internal Medicine, 2007.  http://www.osteopathic.org/certification  Board certification for Medical Doctors (MDs) is provided by the American Board of Internal  Medicine.  Board certification for Doctors of Osteopathy (DOs) is provided by the American Osteopathic Board of Internal  Medicine.",""
"772","722","Radiology, Mobile","261QR0208X","Active","Level III Area of Specialization","Radiology, Mobile","Definition to come...","Ambulatory Health Care Facilities","Clinic/Center","",""
"773","722","Radiology, Mobile Mammography","261QR0207X","Active","Level III Area of Specialization","Radiology, Mobile Mammography","Definition to come...","Ambulatory Health Care Facilities","Clinic/Center","",""
"53","43","Endocrinology, Diabetes & Metabolism","207RE0101X","Active","Level III Area of Specialization","Endocrinology, Diabetes & Metabolism","An internist who concentrates on disorders of the internal (endocrine) glands such as the thyroid and adrenal glands. This specialist also deals with disorders such as diabetes, metabolic and nutritional disorders, obesity, pituitary diseases and menstrual and sexual problems.","Allopathic & Osteopathic Physicians","Internal Medicine","Source: American Board of Medical Specialties, 2007.  www.abms.org [7/1/2007: added definition, added source; 7/1/2011: modified source]  Additional Resources: American Board of Internal Medicine, 2007.  http://www.abim.org/.  American Osteopathic Board of Internal Medicine, 2007.  http://www.osteopathic.org/certification  Board certification for Medical Doctors (MDs) is provided by the American Board of Internal  Medicine.  Board certification for Doctors of Osteopathy (DOs) is provided by the American Osteopathic Board of Internal  Medicine.",""
"814","810","Physiological Laboratory","293D00000X","Active","Level II Classification","Physiological Laboratory, (Independent Physiological Lab)","A laboratory that operates independently of a hospital and physician's office to furnish physiological diagnostic services (e.g. EEG's , EKG's, scans, etc.). Facilities offering ONLY physiological services are not certified as independent laboratories. If an independent laboratory offers physiological services IN ADDITION to clinical laboratory services, they are surveyed only for compliance with the clinical laboratory regulations because there are no health and safety regulations for physiological services.","Laboratories","Physiological Laboratory","Source: Paraphrased from the Medicare Carrier Manual, Section 2070.5.",""
"535","533","Podiatrist","213E00000X","Active","Level II Classification","Podiatrist","A podiatrist is a person qualified by a Doctor of Podiatric Medicine (D.P.M.) degree, licensed by the state, and practicing within the scope of that license. Podiatrists diagnose and treat foot diseases and deformities. They perform medical, surgical and other operative procedures, prescribe corrective devices and prescribe and administer drugs and physical therapy.","Podiatric Medicine & Surgery Service Providers","Podiatrist","",""
"538","535","General Practice","213EG0000X","Inactive on 7/1/2006","Level III Area of Specialization","General Practice","","Podiatric Medicine & Surgery Service Providers","Podiatrist","[7/1/2006: marked inactive, use value 213E00000X]",""
"536","535","Foot & Ankle Surgery","213ES0103X","Active","Level III Area of Specialization","Surgery, Foot & Ankle","Definition to come...","Podiatric Medicine & Surgery Service Providers","Podiatrist","",""
"537","535","Foot Surgery","213ES0131X","Active","Level III Area of Specialization","Surgery, Foot","Definition to come...","Podiatric Medicine & Surgery Service Providers","Podiatrist","",""
"538","535","General Practice","213EG0000X","Inactive on 7/1/2006","Level III Area of Specialization","General Practice","","Podiatric Medicine & Surgery Service Providers","Podiatrist","[7/1/2006: marked inactive, use value 213E00000X]",""
"539","535","Primary Podiatric Medicine","213EP1101X","Active","Level III Area of Specialization","Primary Podiatric Medicine","Definition to come...","Podiatric Medicine & Surgery Service Providers","Podiatrist","",""
"540","535","Public Medicine","213EP0504X","Active","Level III Area of Specialization","Public Health","Definition to come...","Podiatric Medicine & Surgery Service Providers","Podiatrist","",""
"541","535","Radiology","213ER0200X","Active","Level III Area of Specialization","Radiology","Definition to come...","Podiatric Medicine & Surgery Service Providers","Podiatrist","",""
"542","535","Sports Medicine","213ES0000X","Active","Level III Area of Specialization","Sports Medicine","Definition to come...","Podiatric Medicine & Surgery Service Providers","Podiatrist","",""
"728","722","Ambulatory Surgical","261QA1903X","Active","Level III Area of Specialization","Ambulatory Surgical","Definition to come...","Ambulatory Health Care Facilities","Clinic/Center","",""
"512","474","Nurse Practitioner","363L00000X","Active","Level II Classification","Nurse Practitioner","(1) A registered nurse provider with a graduate degree in nursing prepared for advanced practice involving independent and interdependent decision making and direct accountability for clinical judgment across the health care continuum or in a certified specialty. (2) A registered nurse who has completed additional training beyond basic nursing education and who provides primary health care services in accordance with state nurse practice laws or statutes. Tasks performed by nurse practitioners vary with practice requirements mandated by geographic, political, economic, and social factors. Nurse practitioner specialists include, but are not limited to, family nurse practitioners, gerontological nurse practitioners, pediatric nurse practitioners, obstetric-gynecologic nurse practitioners, and school nurse practitioners.","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","Source: (1) American Nurses' Association, American Nurses Credentialing Center, 1996 Certification Catalogue. (2) ) Lexikon: Dictionary of Health Care Terms, Organizations and Acronyms for the Era of Reform, The Joint Commission on Accreditation of Healthcare Organizations, Oakbrook Terrace, Illinois: 1994, p. 549.",""
"513","512","Acute Care","363LA2100X","Active","Level III Area of Specialization","Acute Care","Definition to come...","Physician Assistants & Advanced Practice Nursing Providers","Nurse Practitioner","",""
